year,city,event_url,running_order,country,contestant,song,points,place
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,20,The Netherlands,Ruth Jacott,Vrede,92,6
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,21,Croatia,Put,Don't Ever Cry,31,15
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,22,Spain,Eva Santamaria,Hombres,58,11
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,23,Cyprus,Kyriakos Zymboulakis and Demos Van Beke,Mi Stamatas,17,19
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,24,Israel,Lakahat Shiru,Shiru,4,24
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,25,Norway,Silje Vige,Alle Mine Tankar,120,5
1992,Malmö,https://eurovision.tv/event/malmo-1992,1,Spain,Serafin,Todo Esto Es La Música,37,14
1992,Malmö,https://eurovision.tv/event/malmo-1992,2,Belgium,Morgane,Nous On Veut Des Violons,11,20
1992,Malmö,https://eurovision.tv/event/malmo-1992,3,Israel,Dafna,Ze Rak Sport,85,6
1992,Malmö,https://eurovision.tv/event/malmo-1992,4,Turkey,Aylin Vatankos,Yaz Bitti,17,19
1992,Malmö,https://eurovision.tv/event/malmo-1992,5,Greece,Cleopatra,Olou Tou Kosmou I Elpida,94,5
1992,Malmö,https://eurovision.tv/event/malmo-1992,6,France,Kali,Monté La Riviè,73,8
1992,Malmö,https://eurovision.tv/event/malmo-1992,7,Sweden,Christer Björkman,I Morgon är En Annan Dag,9,22
1992,Malmö,https://eurovision.tv/event/malmo-1992,8,Portugal,Diná,Amor D'água Fresca,26,17
1992,Malmö,https://eurovision.tv/event/malmo-1992,9,Cyprus,Evridiki,Teriazoume,57,11
1992,Malmö,https://eurovision.tv/event/malmo-1992,10,Malta,Mary Spiteri,Little Child,123,3
1992,Malmö,https://eurovision.tv/event/malmo-1992,11,Iceland,Heart 2 Heart,Nei Eða Já,80,7
1992,Malmö,https://eurovision.tv/event/malmo-1992,12,Finland,Pave,Yamma Yamma,4,23
1992,Malmö,https://eurovision.tv/event/malmo-1992,13,Switzerland,Daisy Auvray,Mister Music Man,32,15
1992,Malmö,https://eurovision.tv/event/malmo-1992,14,Luxembourg,Marion Welter and Kontinent,Sou Fräi,10,21
1992,Malmö,https://eurovision.tv/event/malmo-1992,15,Austria,Tony Wegas,Zusammen Geh'n,63,10
1992,Malmö,https://eurovision.tv/event/malmo-1992,16,United Kingdom,Michael Ball,One Step Out Of Time,139,2
1992,Malmö,https://eurovision.tv/event/malmo-1992,17,Ireland,Linda Martin,Why Me,155,1
1992,Malmö,https://eurovision.tv/event/malmo-1992,18,Denmark,Lotte Nilsson and Kenny Lübcke,Ålt Det Som Ingen Ser,47,12
1992,Malmö,https://eurovision.tv/event/malmo-1992,19,Italy,Mia Martini,Rapsodia,111,4
1992,Malmö,https://eurovision.tv/event/malmo-1992,20,Yugoslavia,Extra Nena,Ljubim Te Pesmama,44,13
1992,Malmö,https://eurovision.tv/event/malmo-1992,21,Norway,Merethe Trøan,Visjoner,23,18
1992,Malmö,https://eurovision.tv/event/malmo-1992,22,Germany,Wind,Träume Sind Für Alle Da,27,16
1992,Malmö,https://eurovision.tv/event/malmo-1992,23,The Netherlands,Humphrey Campbell,Wijs Me De Weg,67,9
1991,Rome,https://eurovision.tv/event/rome-1991,1,Yugoslavia,Baby Doll,Brazil,1,21
1991,Rome,https://eurovision.tv/event/rome-1991,2,Iceland,Stefán and Eyfi,Nina,26,15
1991,Rome,https://eurovision.tv/event/rome-1991,3,Malta,Paul Giordimaina and Georgina,Could It Be,106,6
1991,Rome,https://eurovision.tv/event/rome-1991,4,Greece,Sofia Vossou,I Anixi,36,13
1991,Rome,https://eurovision.tv/event/rome-1991,5,Switzerland,Sandra Simò,Canzone Per Te,118,5
1991,Rome,https://eurovision.tv/event/rome-1991,6,Austria,Thomas Forstner,Venedig Im Regen,NA,22
1991,Rome,https://eurovision.tv/event/rome-1991,7,Luxembourg,Sarah Bray,Un Baiser Volé,29,14
1991,Rome,https://eurovision.tv/event/rome-1991,8,Sweden,Carola,Fångad Av En Stormvind,146,1
1991,Rome,https://eurovision.tv/event/rome-1991,9,France,Amina,C'est Le Dernier Qui A Parlé Qui A Raison,146,2
1991,Rome,https://eurovision.tv/event/rome-1991,10,Turkey,"Izel Çeliköz, Rayhan Soykarçi and Can Ugurluér",Iki Dakika,44,12
1991,Rome,https://eurovision.tv/event/rome-1991,11,Ireland,Kim Jackson,Could It Be That I'm In Love,47,10
1991,Rome,https://eurovision.tv/event/rome-1991,12,Portugal,Dulce,Lusitana Paixão,62,8
1991,Rome,https://eurovision.tv/event/rome-1991,13,Denmark,Anders Frandsen,Lige Der Hvor Hjertet Slår,8,19
1991,Rome,https://eurovision.tv/event/rome-1991,14,Norway,Just 4 Fun,Mrs. Thompson,14,17
1991,Rome,https://eurovision.tv/event/rome-1991,15,Israel,Duo Datz,Kan,139,3
1991,Rome,https://eurovision.tv/event/rome-1991,16,Finland,Kaija,Hullu Yö,6,20
1991,Rome,https://eurovision.tv/event/rome-1991,17,Germany,Atlantis 2000,Dieser Traum Darf Niemals Sterben,10,18
1991,Rome,https://eurovision.tv/event/rome-1991,18,Belgium,Clouseau,Geef Het Op,23,16
1991,Rome,https://eurovision.tv/event/rome-1991,19,Spain,Sergio Dalma,Bailar Pegados,119,4
1991,Rome,https://eurovision.tv/event/rome-1991,20,United Kingdom,Samantha Janus,A Message To Your Heart,47,10
1991,Rome,https://eurovision.tv/event/rome-1991,21,Cyprus,Elena Patroclou,S.o.s.,60,9
1991,Rome,https://eurovision.tv/event/rome-1991,22,Italy,Peppino di Capri,Comme E' Ddoce 'o Mare,89,7
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,1,Spain,Azúcar Moreno,Bandido,96,5
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,2,Greece,Christos Callow and Wave,Horis Skopo,11,19
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,3,Belgium,Philippe Lafontaine,Macédomienne,46,12
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,4,Turkey,Kayahan,Gözlerinin Hapsindeyim,21,17
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,5,The Netherlands,Maywood,Ik Wil Alles Met Je Delen,25,15
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,6,Luxembourg,Céline Carzo,Quand Je Te Rêve,38,13
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,7,United Kingdom,Emma,Give A Little Love Back To The World,87,6
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,8,Iceland,Stjórnin,Eitt Lag Enn,124,4
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,9,Norway,Ketil Stokkan,Brandenburger Tor,8,21
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,10,Israel,Rita,Shara Barechovot,16,18
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,11,Denmark,Lonnie Devantier,Hallo Hallo,64,8
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,12,Switzerland,Egon Egemann,Musik Klingt In Die Welt Hinaus,51,11
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,13,Germany,Chris Kempers and Daniel Kovac,Frei Zu Leben,60,9
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,14,France,Joelle Ursull,White And Black Blues,132,2
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,15,Yugoslavia,Tajci,Hajde Da Ludujemo,81,7
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,16,Portugal,Nucha,Há Sempre Alguém,9,20
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,17,Ireland,Liam Reilly,Somewhere In Europe,132,2
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,18,Sweden,Edin-Ådahl,Som En Vind,24,16
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,19,Italy,Toto Cutugno,Insieme: 1992,149,1
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,20,Austria,Simone,Keine Mauern Mehr,58,10
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,21,Cyprus,Haris Anastasiou,Milas Poli,36,14
1990,Zagreb,https://eurovision.tv/event/zagreb-1990,22,Finland,Beat,Fri?,8,21
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,1,Italy,Anna Oxa and Fausto Leali,Avrei Voluto,56,9
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,2,Israel,Gili ve Galit,Derech Ha'melech,50,12
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,3,Ireland,Kiev Connolly and the Missing Passengers,The Real Me,21,18
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,4,The Netherlands,Justine Pelmelay,Blijf Zoals Je Bent,45,15
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,5,Turkey,Pan,Bana Bana,5,21
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,6,Belgium,Ingeborg,Door De Wind,13,19
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,7,United Kingdom,Live Report,Why Do I Always Get It Wrong,130,2
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,8,Norway,Britt Synnøve Johansen,Venners Nærhet,30,17
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,9,Portugal,Da Vinci,Conquistador,39,16
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,10,Sweden,Tommy Nilsson,En Dag,110,4
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,11,Luxembourg,Park Café,Monsieur,8,20
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,12,Denmark,Birthe Kjær,Vi Maler Byen Rød,111,3
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,13,Austria,Thomas Forstner,Nur Ein Lied,97,5
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,14,Finland,Anneli Saaristo,La Dolce Vita,76,7
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,15,France,Nathalie Pâque,J'ai Volé La Vie,60,8
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,16,Spain,Nina,Nacida Para Amar,88,6
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,17,Cyprus,Fanny Polymeri and Yiannis Savvidakis,Apopse As Vrethoume,51,11
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,18,Switzerland,Furbaz,Viver Senza Tei,47,13
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,19,Greece,Marianna,To Diko Sou Asteri,56,9
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,20,Iceland,Daníel Augúst Haraldsson,Það Sem Enginn Sér,NA,22
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,21,Germany,Nino de Angelo,Flieger,46,14
1989,Lausanne,https://eurovision.tv/event/lausanne-1989,22,Yugoslavia,Riva,Rock Me,137,1
1988,Dublin,https://eurovision.tv/event/dublin-1988,1,Iceland,Beathoven,Sókrates,20,16
1988,Dublin,https://eurovision.tv/event/dublin-1988,2,Sweden,Tommy Körberg,Stad I Ljus,52,12
1988,Dublin,https://eurovision.tv/event/dublin-1988,3,Finland,Boulevard,Nauravat Silmät Muistetaan,3,20
1988,Dublin,https://eurovision.tv/event/dublin-1988,4,United Kingdom,Scott Fitzgerald,Go,136,2
1988,Dublin,https://eurovision.tv/event/dublin-1988,5,Turkey,MFÖ,Sufi (hey Ya Hey),37,15
1988,Dublin,https://eurovision.tv/event/dublin-1988,6,Spain,La Década,La Chica Que Yo Quiero (made In Spain),58,11
1988,Dublin,https://eurovision.tv/event/dublin-1988,7,The Netherlands,Gerard Joling,Shangri-la,70,9
1988,Dublin,https://eurovision.tv/event/dublin-1988,8,Israel,Yardena Arazi,Ben Adam,85,7
1988,Dublin,https://eurovision.tv/event/dublin-1988,9,Switzerland,Céline Dion,Ne Partez Pas Sans Moi,137,1
1988,Dublin,https://eurovision.tv/event/dublin-1988,10,Ireland,Jump the Gun,Take Him Home,79,8
1988,Dublin,https://eurovision.tv/event/dublin-1988,11,Germany,Maxi and Chris Garden,Lied Für Einen Freund,48,14
1988,Dublin,https://eurovision.tv/event/dublin-1988,12,Austria,Wilfried,Lisa Mona Lisa,NA,21
1988,Dublin,https://eurovision.tv/event/dublin-1988,13,Denmark,Hot Eyes,Ka' Du Se Hva' Jeg Sa',92,3
1988,Dublin,https://eurovision.tv/event/dublin-1988,14,Greece,Aphroditi Fryda,Kloun,10,17
1988,Dublin,https://eurovision.tv/event/dublin-1988,15,Norway,Karoline Krüger,For Vår Jord,88,5
1988,Dublin,https://eurovision.tv/event/dublin-1988,16,Belgium,Reynaert,Laissez Briller Le Soleil,5,18
1988,Dublin,https://eurovision.tv/event/dublin-1988,17,Luxembourg,Lara Fabian,Croire,90,4
1988,Dublin,https://eurovision.tv/event/dublin-1988,18,Italy,Luca Barbarossa,Ti Scrivo,52,12
1988,Dublin,https://eurovision.tv/event/dublin-1988,19,France,Gérard Lenorman,Chanteur De Charme,64,10
1988,Dublin,https://eurovision.tv/event/dublin-1988,20,Portugal,Dora,Voltarei,5,18
1988,Dublin,https://eurovision.tv/event/dublin-1988,21,Yugoslavia,Srebrna Krila,Mangup,87,6
1987,Brussels,https://eurovision.tv/event/brussels-1987,1,Norway,Kate Gulbrandsen,Mitt Liv,65,9
1987,Brussels,https://eurovision.tv/event/brussels-1987,2,Israel,Datner and Kushnir,Shir Habatlanim,73,8
1987,Brussels,https://eurovision.tv/event/brussels-1987,3,Austria,Gary Lux,Nur Noch Gefühl,8,20
1987,Brussels,https://eurovision.tv/event/brussels-1987,4,Iceland,Halla Margarét,Hægt Og Hljótt,28,16
1987,Brussels,https://eurovision.tv/event/brussels-1987,5,Belgium,Liliane Saint-Pierre,Soldiers Of Love,56,11
1987,Brussels,https://eurovision.tv/event/brussels-1987,6,Sweden,Lotta Engberg,Boogaloo,50,12
1987,Brussels,https://eurovision.tv/event/brussels-1987,7,Italy,Umberto Tozzi and Raf,Gente Di Mare,103,3
1987,Brussels,https://eurovision.tv/event/brussels-1987,8,Portugal,Nevada,Neste Barco à Vela,15,18
1987,Brussels,https://eurovision.tv/event/brussels-1987,9,Spain,Patricia Kraus,No Estás Solo,10,19
1987,Brussels,https://eurovision.tv/event/brussels-1987,10,Turkey,Seyyal Tanner and Lokomotif,Sarkim Sevgi üstüne,NA,22
1987,Brussels,https://eurovision.tv/event/brussels-1987,11,Greece,Bang,Stop!,64,10
1987,Brussels,https://eurovision.tv/event/brussels-1987,12,The Netherlands,Marcha,Rechtop In De Wind,83,5
1987,Brussels,https://eurovision.tv/event/brussels-1987,13,Luxembourg,Plastic Bertrand,Amour Amour,4,21
1987,Brussels,https://eurovision.tv/event/brussels-1987,14,United Kingdom,Rikki,Only The Light,47,13
1987,Brussels,https://eurovision.tv/event/brussels-1987,15,France,Christine Minier,Les Mots D'amour N'ont Pas De Dimanche,44,14
1987,Brussels,https://eurovision.tv/event/brussels-1987,16,Germany,Wind,Laß Die Sonne In Dein Herz,141,2
1987,Brussels,https://eurovision.tv/event/brussels-1987,17,Cyprus,Alexia,Aspro Mavro,80,7
1987,Brussels,https://eurovision.tv/event/brussels-1987,18,Finland,Vicky Rosti,Sata Salamaa,32,15
1987,Brussels,https://eurovision.tv/event/brussels-1987,19,Denmark,Anne-Catherine Herdorf and Bandjo,En Lille Melodi,83,5
1987,Brussels,https://eurovision.tv/event/brussels-1987,20,Ireland,Johnny Logan,Hold Me Now,172,1
1987,Brussels,https://eurovision.tv/event/brussels-1987,21,Yugoslavia,Novi Fosili,Ja Sam Za Ples,92,4
1987,Brussels,https://eurovision.tv/event/brussels-1987,22,Switzerland,Carole Rich,Moitié Moitié,26,17
1986,Bergen,https://eurovision.tv/event/bergen-1986,1,Luxembourg,Sherisse Laurence,L'amour De Ma Vie,117,3
1986,Bergen,https://eurovision.tv/event/bergen-1986,2,Yugoslavia,Doris Dragovic,Zeljo Moja,49,11
1986,Bergen,https://eurovision.tv/event/bergen-1986,3,France,Cocktail Chic,Européennes,13,17
1986,Bergen,https://eurovision.tv/event/bergen-1986,4,Norway,Ketil Stokkan,Romeo,44,12
1986,Bergen,https://eurovision.tv/event/bergen-1986,5,United Kingdom,Ryder,Runner In The Night,72,7
1986,Bergen,https://eurovision.tv/event/bergen-1986,6,Iceland,Icy,Gleðibankinn,19,16
1986,Bergen,https://eurovision.tv/event/bergen-1986,7,The Netherlands,Frizzle Sizzle,Alles Heeft Ritme,40,13
1986,Bergen,https://eurovision.tv/event/bergen-1986,8,Turkey,Klips ve Onlar,Halley,53,9
1986,Bergen,https://eurovision.tv/event/bergen-1986,9,Spain,Cadillac,Valentino,51,10
1986,Bergen,https://eurovision.tv/event/bergen-1986,10,Switzerland,Daniela Simons,Pas Pour Moi,140,2
1986,Bergen,https://eurovision.tv/event/bergen-1986,11,Israel,Moti Galadi and Sarai Tzuriel,Yavoh Yom,7,19
1986,Bergen,https://eurovision.tv/event/bergen-1986,12,Ireland,Luv Bug,You Can Count On Me,96,4
1986,Bergen,https://eurovision.tv/event/bergen-1986,13,Belgium,Sandra Kim,J'aime La Vie,176,1
1986,Bergen,https://eurovision.tv/event/bergen-1986,14,Germany,Ingrid Peters,Über Die Brücke Geh'n,62,8
1986,Bergen,https://eurovision.tv/event/bergen-1986,15,Cyprus,Elpida,Tora Zo,4,20
1986,Bergen,https://eurovision.tv/event/bergen-1986,16,Austria,Timna Brauer,Die Zeit Ist Einsam,12,18
1986,Bergen,https://eurovision.tv/event/bergen-1986,17,Sweden,Lasse Holm and Monica Törnell,E' De' Det Här Du Kallar Kärlek,78,5
1986,Bergen,https://eurovision.tv/event/bergen-1986,18,Denmark,Lise Haavik and Trax,Du Er Fuld Af Løgn,77,6
1986,Bergen,https://eurovision.tv/event/bergen-1986,19,Finland,Kari Kuivalainen,Päivä Kahden Ihmisen,22,15
1986,Bergen,https://eurovision.tv/event/bergen-1986,20,Portugal,Dora,Não Sejas Mau Para Mim,28,14
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,1,Ireland,Maria Christian,Wait Until The Weekend Comes,91,6
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,2,Finland,Sonja Lumme,Eläköön Elämä,58,9
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,3,Cyprus,Lia Vishy,To Katalava Arga,15,16
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,4,Denmark,Hot Eyes,Sku' Du Spør Fra No'n,41,11
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,5,Spain,Paloma San Basilio,La Fiesta Terminó,36,14
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,6,France,Roger Bens,Femme Dans Ses Rêves Aussi,56,10
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,7,Turkey,MFÖ,Di Dai Di Dai Dai (a'sik Oldum),36,14
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,8,Belgium,Linda Lepomme,Laat Me Nu Gaan,7,19
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,9,Portugal,Adelaïde,"Penso Em Ti, Eu Sei",9,18
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,10,Germany,Wind,Für Alle,105,2
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,11,Israel,Izhar Cohen,Olé Olé,93,5
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,12,Italy,Al Bano and Romina Power,"Magic, Oh Magic",78,7
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,13,Norway,Bobbysocks,La Det Swinge,123,1
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,14,United Kingdom,Vikki,Love Is...,100,4
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,15,Switzerland,Mariella Farré and Pino Gasparini,Piano Piano,39,12
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,16,Sweden,Kikki Danielsson,Bra Vibrationer,103,3
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,17,Austria,Gary Lux,Kinder Dieser Welt,60,8
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,18,Luxembourg,"Margo, Franck Olivier, Diane Solomon, Ireen Sheer, Malcolm Roberts and Chris Roberts","Children, Kinder, Enfants",37,13
1985,Gothenburg,https://eurovision.tv/event/gothenburg-1985,19,Greece,Takis Biniaris,Miazoume,15,16
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,1,Sweden,Herrey's,Diggi-loo Diggy-ley,145,1
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,2,Luxembourg,Sophie Carle,100% D'amour,39,10
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,3,France,Annick Thoumazeau,Autant D'amoureux Que D'étoiles,61,8
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,4,Spain,Bravo,"Lady, Lady",106,3
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,5,Norway,Dollie de Luxe,Lenge Leve Livet,29,17
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,6,United Kingdom,Belle and the Devotions,Love Games,63,7
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,7,Cyprus,Andy Paul,Anna Mari-elena,31,15
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,8,Belgium,Jacques Zegers,Avanti La Vie,70,5
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,9,Ireland,Linda Martin,Terminal '3',137,2
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,10,Denmark,Hot Eyes,Det' Lige Det,101,4
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,11,The Netherlands,Maribelle,Ik Hou Van Jou,34,13
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,12,Yugoslavia,Vlado and Isolda,Ciao Amore,26,18
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,13,Austria,Anita,Einfach Weg,5,19
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,14,Germany,Mary Roos,Aufrecht Geh'n,34,13
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,15,Turkey,"Bes Yil Önce, On Yil Sonra",Halay,37,12
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,16,Finland,Kirka,Hengaillaan,46,9
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,17,Switzerland,Rainy Day,Welche Farbe Hat Der Sonnenschein,30,16
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,18,Italy,Alice and Battiato,I Treni Di Tozeur,70,5
1984,Luxembourg,https://eurovision.tv/event/luxembourg-1984,19,Portugal,Maria Guinot,Silêncio E Tanta Gente,38,11
1983,Munich,https://eurovision.tv/event/munich-1983,1,France,Guy Bonnet,Vivre,56,8
1983,Munich,https://eurovision.tv/event/munich-1983,2,Norway,Jahn Teigen,Do Re Mi,53,9
1983,Munich,https://eurovision.tv/event/munich-1983,3,United Kingdom,Sweet Dreams,I'm Never Giving Up,79,6
1983,Munich,https://eurovision.tv/event/munich-1983,4,Sweden,Carola Häggkvist,Främling,126,3
1983,Munich,https://eurovision.tv/event/munich-1983,5,Italy,Riccardo Fogli,Per Lucia,41,11
1983,Munich,https://eurovision.tv/event/munich-1983,6,Turkey,Çetin Alp and the Short Wave,Opera,NA,19
1983,Munich,https://eurovision.tv/event/munich-1983,7,Spain,Remedios Amaya,¿quién Maneja Mi Barca?,NA,19
1983,Munich,https://eurovision.tv/event/munich-1983,8,Switzerland,Mariella Farré,Io Così Non Ci Sto,28,15
1983,Munich,https://eurovision.tv/event/munich-1983,9,Finland,Ami Aspelund,Fantasiaa,41,11
1983,Munich,https://eurovision.tv/event/munich-1983,10,Greece,Christie Stassinopoulou,Mou Les,32,14
1983,Munich,https://eurovision.tv/event/munich-1983,11,The Netherlands,Bernadette,Sing Me A Song,66,7
1983,Munich,https://eurovision.tv/event/munich-1983,12,Yugoslavia,Danijel,Dzuli,125,4
1983,Munich,https://eurovision.tv/event/munich-1983,13,Cyprus,Stavros and Constantina,I Agapi Akoma Zi,26,16
1983,Munich,https://eurovision.tv/event/munich-1983,14,Germany,Hoffmann und Hoffmann,Rücksicht,94,5
1983,Munich,https://eurovision.tv/event/munich-1983,15,Denmark,Gry Johansen,Kloden Drejer,16,17
1983,Munich,https://eurovision.tv/event/munich-1983,16,Israel,Ofra Haza,Hi,136,2
1983,Munich,https://eurovision.tv/event/munich-1983,17,Portugal,Armando Gama,Esta Balada Que Te Dou,33,13
1983,Munich,https://eurovision.tv/event/munich-1983,18,Austria,Westend,Hurricane,53,9
1983,Munich,https://eurovision.tv/event/munich-1983,19,Belgium,Pas de Deux,Rendez-vous,13,18
1983,Munich,https://eurovision.tv/event/munich-1983,20,Luxembourg,Corinne Hermès,Si La Vie Est Cadeau,142,1
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,1,Portugal,Doce,Bem-bom,32,13
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,2,Luxembourg,Svetlana,Cour Apres Le Temps,78,6
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,3,Norway,Jahn Teigen and Anita Skorgan,Adieu,40,12
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,4,United Kingdom,Bardo,One Step Further,76,7
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,5,Turkey,Neço,Hani,20,15
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,6,Finland,Kojo,Nuku Pommiin,NA,18
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,7,Switzerland,Arlette Zola,Amour On T'aime,97,3
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,8,Cyprus,Anna Vishy,Mono I Agapi,85,5
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,9,Sweden,Chips,Dag Efter Dag,67,8
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,10,Austria,Mess,Sonntag,57,9
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,11,Belgium,Stella,Si Tu Aimes Ma Musique,96,4
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,12,Spain,Lucía,Él,52,10
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,13,Denmark,Brixx,Video-video,5,17
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,14,Yugoslavia,Aska,Halo Halo,21,14
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,15,Israel,Avi Toledano,Hora,100,2
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,16,The Netherlands,Bill van Dijk,Jij En Ik,8,16
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,17,Ireland,The Duskeys,"Here Today, Gone Tomorrow",49,11
1982,Harrogate,https://eurovision.tv/event/harrogate-1982,18,Germany,Nicole,Ein Bißchen Frieden,161,1
1981,Dublin,https://eurovision.tv/event/dublin-1981,1,Austria,Marty Brem,Wenn Du Da Bist,20,17
1981,Dublin,https://eurovision.tv/event/dublin-1981,2,Turkey,Modern Folk Trio and Aysegül,Dönme Dolap,9,18
1981,Dublin,https://eurovision.tv/event/dublin-1981,3,Germany,Lena Valaitis,Johnny Blue,132,2
1981,Dublin,https://eurovision.tv/event/dublin-1981,4,Luxembourg,Jean-Claude Pascal,C'est Peut-être Pas L'amérique,41,11
1981,Dublin,https://eurovision.tv/event/dublin-1981,5,Israel,Habibi,Halaylah,56,7
1981,Dublin,https://eurovision.tv/event/dublin-1981,6,Denmark,Debbie Cameron and Tommy Seebach,Krøller Eller Ej,41,11
1981,Dublin,https://eurovision.tv/event/dublin-1981,7,Yugoslavia,Seid-Memic Vajta,Leila,35,15
1981,Dublin,https://eurovision.tv/event/dublin-1981,8,Finland,Riki Sorsa,Reggae O.k.,27,16
1981,Dublin,https://eurovision.tv/event/dublin-1981,9,France,Jean Gabilou,Humanahum,125,3
