year,city,event_url,running_order,country,contestant,song,points,place
2003,Riga,https://eurovision.tv/event/riga-2003,20,Poland,Ich Troje,Keine Grenzen - Zadnych Granic,90,7
2003,Riga,https://eurovision.tv/event/riga-2003,21,Latvia,F.L.Y.,Hello From Mars,5,24
2003,Riga,https://eurovision.tv/event/riga-2003,22,Belgium,Urban Trad,Sanomi,165,2
2003,Riga,https://eurovision.tv/event/riga-2003,23,Estonia,Ruffus,Eighties Coming Back,14,21
2003,Riga,https://eurovision.tv/event/riga-2003,24,Romania,Nicola,Dont Break My Heart,73,10
2003,Riga,https://eurovision.tv/event/riga-2003,25,Sweden,Fame,Give Me Your Love,107,5
2003,Riga,https://eurovision.tv/event/riga-2003,26,Slovenia,Karmen,Nanana,7,23
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,1,Cyprus,One,Gimme,85,6
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,2,United Kingdom,Jessica Garlick,Come Back,111,3
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,3,Austria,Manuel Ortega,Say A Word,26,18
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,4,Greece,Michalis Rakintzis,S.A.G.A.P.O.,27,17
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,5,Spain,Rosa,Europe's Living A Celebration,81,7
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,6,Croatia,Vesna Pisarovic,Everything I Want,44,11
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,7,Russia,Prime minister,Northern Girl,55,10
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,8,Estonia,Sahléne,Runaway,111,3
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,9,North Macedonia,Karolina,Od Nas Zavisi,25,19
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,10,Israel,Sarit Hadad,Light A Candle,37,12
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,11,Switzerland,Francine Jordi,Dans Le Jardin De Mon Âme,15,22
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,12,Sweden,Afro-dite,Never Let It Go,72,8
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,13,Finland,Laura,Addicted To You,24,20
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,14,Denmark,Malene,Tell Me Who You Are,7,24
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,15,Bosnia & Herzegovina,Maja,Na Jastuku Za Dvoje,33,13
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,16,Belgium,Sergio & the Ladies,Sister,33,13
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,17,France,Sandrine François,Il Faut Du Temps,104,5
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,18,Germany,Corinna May,I Can't Live Without Music,17,21
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,19,Turkey,Buket Bengisu & Saphire,Leylaklar Soldu Kalbinde,29,16
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,20,Malta,Ira Losco,7th Wonder,164,2
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,21,Romania,Monica Anghel & Marcel Pavel,Tell Me Why,71,9
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,22,Slovenia,Sestre,Samo Ljubezen,33,13
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,23,Latvia,Marie N,I Wanna,176,1
2002,Tallinn,https://eurovision.tv/event/tallinn-2002,24,Lithuania,Aivaras,Happy You,12,23
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,1,The Netherlands,Michelle,Out On My Own,16,18
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,2,Iceland,TwoTricky,Angel,3,22
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,3,Bosnia & Herzegovina,Nino,Hano,29,14
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,4,Norway,Haldor Lægreid,On My Own,3,22
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,5,Israel,Tal Sondak,Ein Davar,25,16
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,6,Russia,Mumiy troll,Lady Alpine Blue,37,12
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,7,Sweden,Friends,Listen To Your Heartbeat,100,5
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,8,Lithuania,Skamp,You Got Style,35,13
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,9,Latvia,Arnis Mednis,Too Much,16,18
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,10,Croatia,Vanna,Strings Of My Heart,42,10
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,11,Portugal,MTM,Só Sei Ser Feliz Assim,18,17
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,12,Ireland,Gary O'Shaughnessy,Without Your Love,6,21
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,13,Spain,David Civera,Dile Que La Quiero,76,6
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,14,France,Natasha Saint-Pier,Je N'ai Que Mon âme,142,4
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,15,Turkey,Sedat Yüce,Sevgiliye Son,41,11
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,16,United Kingdom,Lindsay D.,No Dream Impossible,28,15
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,17,Slovenia,Nua Derenda,Energy,70,7
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,18,Poland,Piasek,2 Long,11,20
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,19,Germany,Michelle,Wer Liebe Lebt,66,8
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,20,Estonia,"Tanel Padar, Dave Benton & 2XL",Everybody,198,1
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,21,Malta,Fabrizio Faniello,Another Summer Night,48,9
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,22,Greece,Antique,Die For You,147,3
2001,Copenhagen,https://eurovision.tv/event/copenhagen-2001,23,Denmark,Rollo & King,Never Ever Let You Go,177,2
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,1,Israel,Ping Pong,Sa'me'akh,7,22
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,2,The Netherlands,Linda Wagenmakers,No Goodbyes,40,13
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,3,United Kingdom,Nicki French,Don't Play That Song Again,28,16
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,4,Estonia,Ines,Once In A Lifetime,98,4
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,5,France,Sofia Mestari,On Aura Le Ciel,5,23
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,6,Romania,Taxi,The Moon,25,17
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,7,Malta,Claudette Pace,Desire,73,8
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,8,Norway,Charmed,My Heart Goes Boom,57,11
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,9,Russia,Alsou,Solo,155,2
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,10,Belgium,Nathalie Sorce,Envie De Vivre,2,24
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,11,Cyprus,Voice,Nomiza,8,21
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,12,Iceland,Einer Augúst Víðisson en Telma Augústdóttir,Tell Me!,45,12
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,13,Spain,Serafín Zubiri,Colgado De Un Sueño,18,18
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,14,Denmark,Olsen brothers,Fly On The Wings Of Love,195,1
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,15,Germany,Stefan Raab,Wadde Hadde Dudde Da,96,5
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,16,Switzerland,Jane Bogaert,La Vita Cos'è?,14,20
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,17,Croatia,Goran Karan,Kada Zaspu Andeli,70,9
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,18,Sweden,Roger Pontare,When Spirits Are Calling My Name,88,7
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,19,North Macedonia,XXL,100\% Te Ljubam,29,15
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,20,Finland,Nina Åström,A Little Bit,18,18
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,21,Latvia,BrainStorm,My Star,136,3
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,22,Turkey,Pinar Ayhan & S.O.S. band,Yorgunum Anla,59,10
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,23,Ireland,Eamonn Toal,Millennium Of Love,92,6
2000,Stockholm,https://eurovision.tv/event/stockholm-2000,24,Austria,The rounder girls,All To You,34,14
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,1,Lithuania,Aiste Smilgeviciute,Strazdas,13,20
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,2,Belgium,Vanessa Chinitor,Like The Wind,38,12
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,3,Spain,Lydia,No Quiero Escuchar,1,23
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,4,Croatia,Doris Dragovic,Marija Magdalena,118,4
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,5,United Kingdom,Precious,Say It Again,38,12
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,6,Slovenia,Darja Svajger,For A Thousand Years,50,11
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,7,Turkey,Tuba Önal & Grup Mystik,Dön Artik,21,16
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,8,Norway,Stig André Van Eijk,Living My Life Without You,35,14
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,9,Denmark,Trine Jepsen & Michael Teschl,This Time (i Mean It),71,8
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,10,France,Nayah,Je Veux Donner Ma Voix,14,19
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,11,The Netherlands,Marlayne,One Good Reason,71,8
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,12,Poland,Mietek (Mieczyslaw) Szczesniak,Przytul Mnie Mocno,17,18
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,13,Iceland,Selma Björnsdóttir,All Out Of Luck,146,2
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,14,Cyprus,Marlain Angelidou,Tha'nai Erotas,2,22
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,15,Sweden,Charlotte Nilsson,Take Me To Your Heaven,163,1
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,16,Portugal,Rui Bandeira,Como Tudo Começou,12,21
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,17,Ireland,The Mullan's,When You Need Me,18,17
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,18,Austria,Bobbie Singer,Reflection,65,10
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,19,Israel,Eden,Yom Huledeth,93,5
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,20,Malta,Times 3,Believe 'n Peace,32,15
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,21,Germany,Sürpriz,Reise Nach Jerusalem - Kudüs'e Seyahat,140,3
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,22,Bosnia & Herzegovina,Dino and Beatrice,Putnici,86,7
1999,Jerusalem,https://eurovision.tv/event/jerusalem-1999,23,Estonia,Evelin Samuel and Camille,Diamond Of Night,90,6
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,1,Croatia,Danijela,Neka Mi Ne Svane,131,5
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,2,Greece,Dionysia and Thalassa group,Mia Krifi Evaisthissia,12,20
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,3,France,Marie-Line,Où Aller,3,24
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,4,Spain,Mikel Herzog,¿Qué Voy A Hacer Sin Ti?,21,16
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,5,Switzerland,Gunvor,Lass Ihn,NA,25
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,6,Slovakia,Katarína Hasprová,Modlitba,8,21
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,7,Poland,Sixteen,To Takie Proste,19,17
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,8,Israel,Dana International,Diva,172,1
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,9,Germany,Guildo Horn,Guildo Hat Euch Lieb,86,7
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,10,Malta,Chiara,The One That I Love,165,3
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,11,Hungary,Charlie,A Holnap Már Ném Lesz Szomorú,4,23
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,12,Slovenia,Vili Resnik,Naj Bogovi Sliijo,17,18
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,13,Ireland,Dawn,Is Always Over Now?,64,9
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,14,Portugal,Alma Lusa,Se Eu Te Pudesse Abraçar,36,12
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,15,Romania,Malina Olinescu,Eu Cred,6,22
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,16,United Kingdom,Imaani,Where Are You?,166,2
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,17,Cyprus,Michael Hajiyanni,Genesis,37,11
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,18,The Netherlands,Edsilia Rombley,Hemel En Aarde,150,4
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,19,Sweden,Jill Johnson,Kärleken är,53,10
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,20,Belgium,Mélanie Cohl,Dis Oui,122,6
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,21,Finland,Edea,Aava,22,15
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,22,Norway,Lars A. Fredriksen,Alltid Sommer,79,8
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,23,Estonia,Koit Toome,Mere Lapsed,36,12
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,24,Turkey,Tüzmen,Unutamazsin,25,14
1998,Birmingham,https://eurovision.tv/event/birmingham-1998,25,North Macedonia,Vlado Janevski,"Ne Zori, Zoro",16,19
1997,Dublin,https://eurovision.tv/event/dublin-1997,1,Cyprus,Chara and Andreas Konstantinou,Mana Mou,98,5
1997,Dublin,https://eurovision.tv/event/dublin-1997,2,Turkey,Sebnem Paker and Group Etnic,Dinle,121,3
1997,Dublin,https://eurovision.tv/event/dublin-1997,3,Norway,Tor Endresen,San Francisco,NA,24
1997,Dublin,https://eurovision.tv/event/dublin-1997,4,Austria,Bettina Soriat,One Step,12,21
1997,Dublin,https://eurovision.tv/event/dublin-1997,5,Ireland,Marc Roberts,Mysterious Woman,157,2
1997,Dublin,https://eurovision.tv/event/dublin-1997,6,Slovenia,Tanja Ribic,Zbudi Se,60,10
1997,Dublin,https://eurovision.tv/event/dublin-1997,7,Switzerland,Barbara Berta,Dentro Di Me,5,22
1997,Dublin,https://eurovision.tv/event/dublin-1997,8,The Netherlands,Mrs. Einstein,Niemand Heeft Nog Tijd,5,22
1997,Dublin,https://eurovision.tv/event/dublin-1997,9,Italy,Jalisse,Fiumi Di Parole,114,4
1997,Dublin,https://eurovision.tv/event/dublin-1997,10,Spain,Marcos Llunas,Sin Rencor,96,6
1997,Dublin,https://eurovision.tv/event/dublin-1997,11,Germany,Bianca Shomburg,Zeit,22,18
1997,Dublin,https://eurovision.tv/event/dublin-1997,12,Poland,Anna Maria Jopek,Ale Jestem,54,11
1997,Dublin,https://eurovision.tv/event/dublin-1997,13,Estonia,Maarja-Liis Ilus,Keelatud Maa,82,8
1997,Dublin,https://eurovision.tv/event/dublin-1997,14,Bosnia & Herzegovina,Alma Cardzic,Goodbye,22,18
1997,Dublin,https://eurovision.tv/event/dublin-1997,15,Portugal,Célia Lawson,Antes Do Adeus,NA,24
1997,Dublin,https://eurovision.tv/event/dublin-1997,16,Sweden,Blond,Bara Hon älskar Mig,36,14
1997,Dublin,https://eurovision.tv/event/dublin-1997,17,Greece,Marianna Zorba,Horepse,39,12
1997,Dublin,https://eurovision.tv/event/dublin-1997,18,Malta,Debbie Scerri,Let Me Fly,66,9
1997,Dublin,https://eurovision.tv/event/dublin-1997,19,Hungary,VIP,"Miert Kell, Hogy Elmenj?",39,12
1997,Dublin,https://eurovision.tv/event/dublin-1997,20,Russia,Alla Pugachova,Primadonna,33,15
1997,Dublin,https://eurovision.tv/event/dublin-1997,21,Denmark,Kølig Kaj,Stemmen I Mit Liv,25,16
1997,Dublin,https://eurovision.tv/event/dublin-1997,22,France,Fanny,Sentiments Songes,95,7
1997,Dublin,https://eurovision.tv/event/dublin-1997,23,Croatia,ENI,Probudi Me,24,17
1997,Dublin,https://eurovision.tv/event/dublin-1997,24,United Kingdom,Katrina and The Waves,Love Shine A Light,227,1
1997,Dublin,https://eurovision.tv/event/dublin-1997,25,Iceland,Paul Oscar,Minn Hinsti Dans,18,20
1996,Oslo,https://eurovision.tv/event/oslo-1996,1,Turkey,Şebnem Paker,Besinçi Mevsim,57,12
1996,Oslo,https://eurovision.tv/event/oslo-1996,2,United Kingdom,Gina G,Ooh...Aah...Just A Little Bit,77,8
1996,Oslo,https://eurovision.tv/event/oslo-1996,3,Spain,Antonio Carbonell,"¡Ay, Qué Deseo!",17,20
1996,Oslo,https://eurovision.tv/event/oslo-1996,4,Portugal,Lúcia Moniz,O Meu Coração Não Tem Cor,92,6
1996,Oslo,https://eurovision.tv/event/oslo-1996,5,Cyprus,Constantinos,Móno Gia Más,72,9
1996,Oslo,https://eurovision.tv/event/oslo-1996,6,Malta,Miriam Christine,In A Woman's Heart,68,10
1996,Oslo,https://eurovision.tv/event/oslo-1996,7,Croatia,Maja Blagdan,Sveta Ljubav,98,4
1996,Oslo,https://eurovision.tv/event/oslo-1996,8,Austria,George Nußbaumer,Weil's Dr Guat Got,68,10
1996,Oslo,https://eurovision.tv/event/oslo-1996,9,Switzerland,Cathy Leander,Mon Coeur L'aime,22,16
1996,Oslo,https://eurovision.tv/event/oslo-1996,10,Greece,Marianna Efstratiou,Emis Forame To Himona Anixiatika,36,14
1996,Oslo,https://eurovision.tv/event/oslo-1996,11,Estonia,Ivo Linna and Maarja-Liis Ilus,Kaelakee Hääl,94,5
1996,Oslo,https://eurovision.tv/event/oslo-1996,12,Norway,Elisabeth Andreasson,I Evighet,114,2
1996,Oslo,https://eurovision.tv/event/oslo-1996,13,France,Dan Ar Braz et l'Héritage des Celtes,Diwanit Bugale,18,19
1996,Oslo,https://eurovision.tv/event/oslo-1996,14,Slovenia,Regina,Dan najlepših sanj,16,21
1996,Oslo,https://eurovision.tv/event/oslo-1996,15,The Netherlands,Maxine and Franklin Brown,De Eerste Keer,78,7
1996,Oslo,https://eurovision.tv/event/oslo-1996,16,Belgium,Lisa del Bo,Liefde Is Een Kaartspel,22,16
1996,Oslo,https://eurovision.tv/event/oslo-1996,17,Ireland,Eimear Quinn,The Voice,162,1
1996,Oslo,https://eurovision.tv/event/oslo-1996,18,Finland,Jasmine,Niin Kaunis On Taivas,9,23
1996,Oslo,https://eurovision.tv/event/oslo-1996,19,Iceland,Anna Mjöll,Sjúbídú,51,13
1996,Oslo,https://eurovision.tv/event/oslo-1996,20,Poland,Kasia Kowalska,Chce Znac Swój Grzech,31,15
1996,Oslo,https://eurovision.tv/event/oslo-1996,21,Bosnia & Herzegovina,Amila Glamocak,Za Nau Ljubav,13,22
1996,Oslo,https://eurovision.tv/event/oslo-1996,22,Slovakia,Marcel Palonder,Kým Nás Má,19,18
1996,Oslo,https://eurovision.tv/event/oslo-1996,23,Sweden,One More Time,Den Vilda,100,3
1995,Dublin,https://eurovision.tv/event/dublin-1995,1,Poland,Justyna,Sama,15,18
1995,Dublin,https://eurovision.tv/event/dublin-1995,2,Ireland,Eddie Friel,Dreamin',44,14
1995,Dublin,https://eurovision.tv/event/dublin-1995,3,Germany,Stone and Stone,Verliebt In Dich,1,23
1995,Dublin,https://eurovision.tv/event/dublin-1995,4,Bosnia & Herzegovina,Davor Popovic,Dvadeset I Prvi Vijek,14,19
1995,Dublin,https://eurovision.tv/event/dublin-1995,5,Norway,Secret Garden,Nocturne,148,1
1995,Dublin,https://eurovision.tv/event/dublin-1995,6,Russia,Philipp Kirkorov,Kolybelnaya Dlya Vulkana,17,17
1995,Dublin,https://eurovision.tv/event/dublin-1995,7,Iceland,Bó Halldórsson,Núna,31,15
1995,Dublin,https://eurovision.tv/event/dublin-1995,8,Austria,Stella Jones,Die Welt Dreht Sich Verkehrt,67,13
1995,Dublin,https://eurovision.tv/event/dublin-1995,9,Spain,Anabel Conde,Vuelve Conmigo,119,2
1995,Dublin,https://eurovision.tv/event/dublin-1995,10,Turkey,Arzu Ece,Sev!,21,16
1995,Dublin,https://eurovision.tv/event/dublin-1995,11,Croatia,Magazin and Lidija,Nostalgija,91,6
1995,Dublin,https://eurovision.tv/event/dublin-1995,12,France,Nathalie Santamaria,Il Me Donne Rendez-vous,94,4
1995,Dublin,https://eurovision.tv/event/dublin-1995,13,Hungary,Czaba Szigeti,Ùj Nèv Egy Règi Hàz Fàlan,3,22
1995,Dublin,https://eurovision.tv/event/dublin-1995,14,Belgium,Frédéric Etherlinck,La Voix Est Libre,8,20
1995,Dublin,https://eurovision.tv/event/dublin-1995,15,United Kingdom,Love City Groove,Love City Groove,76,10
1995,Dublin,https://eurovision.tv/event/dublin-1995,16,Portugal,Tó Cruz,Baunilha E Chocolate,5,21
1995,Dublin,https://eurovision.tv/event/dublin-1995,17,Cyprus,Alexandros Panayi,Sti Fotia,79,9
1995,Dublin,https://eurovision.tv/event/dublin-1995,18,Sweden,Jan Johansen,Se På Mej,100,3
1995,Dublin,https://eurovision.tv/event/dublin-1995,19,Denmark,Aud Wilken,Fra Mols Til Skagen,92,5
1995,Dublin,https://eurovision.tv/event/dublin-1995,20,Slovenia,Darja Svajger,Prisluhni Mi,84,7
1995,Dublin,https://eurovision.tv/event/dublin-1995,21,Israel,Liora,Amen,81,8
1995,Dublin,https://eurovision.tv/event/dublin-1995,22,Malta,Mike Spiteri,Keep Me In Mind,76,10
1995,Dublin,https://eurovision.tv/event/dublin-1995,23,Greece,Elina Constantopoulou,Pia Prossefchi,68,12
1994,Dublin,https://eurovision.tv/event/dublin-1994,1,Sweden,Marie Bergman and Roger Pontare,Stjärnorna,48,13
1994,Dublin,https://eurovision.tv/event/dublin-1994,2,Finland,CatCat,Bye Bye Baby,11,22
1994,Dublin,https://eurovision.tv/event/dublin-1994,3,Ireland,Paul Harrington and Charlie McGettigan,Rock 'n' Roll Kids,226,1
1994,Dublin,https://eurovision.tv/event/dublin-1994,4,Cyprus,Evridiki,Ime Anthropos Ke Ego,51,11
1994,Dublin,https://eurovision.tv/event/dublin-1994,5,Iceland,Sigga,Nætur,49,12
1994,Dublin,https://eurovision.tv/event/dublin-1994,6,United Kingdom,Frances Ruffelle,We Will Be Free (lonely Symphony),63,10
1994,Dublin,https://eurovision.tv/event/dublin-1994,7,Croatia,Tony Cetinski,Nek'ti Bude Ljubav Sva,27,16
1994,Dublin,https://eurovision.tv/event/dublin-1994,8,Portugal,Sara Tavares,Chamar A Música,73,8
1994,Dublin,https://eurovision.tv/event/dublin-1994,9,Switzerland,Duilio,Sto Pregando,15,19
1994,Dublin,https://eurovision.tv/event/dublin-1994,10,Estonia,Silvi Vrait,Nagu Merelaine,2,24
1994,Dublin,https://eurovision.tv/event/dublin-1994,11,Romania,Dan Bittman,Dincolo De Nori,14,21
1994,Dublin,https://eurovision.tv/event/dublin-1994,12,Malta,Moira Stafrace and Christopher Scicluna,More Than Love,97,5
1994,Dublin,https://eurovision.tv/event/dublin-1994,13,The Netherlands,Willeke Alberti,Waar Is De Zon,4,23
1994,Dublin,https://eurovision.tv/event/dublin-1994,14,Germany,MeKaDo,Wir Geben 'ne Party,128,3
1994,Dublin,https://eurovision.tv/event/dublin-1994,15,Slovakia,Martin Durinda and Tublatanka,Nekovecná Piesen,15,19
1994,Dublin,https://eurovision.tv/event/dublin-1994,16,Lithuania,Ovidijus Vyšniauskas,Lopšinė Mylimai,NA,25
1994,Dublin,https://eurovision.tv/event/dublin-1994,17,Norway,Elisabeth Andreasson and Jan Werner Danielsen,Duett,76,6
1994,Dublin,https://eurovision.tv/event/dublin-1994,18,Bosnia & Herzegovina,Alma and Dejan,Ostani Kraj Mene,39,15
1994,Dublin,https://eurovision.tv/event/dublin-1994,19,Greece,Costas Bigalis and the Sea Lovers,To Trehantiri (diri Diri),44,14
1994,Dublin,https://eurovision.tv/event/dublin-1994,20,Austria,Petra Frey,Für Den Frieden Der Welt,19,17
1994,Dublin,https://eurovision.tv/event/dublin-1994,21,Spain,Alejandro Abad,Ella No Es Ella,17,18
1994,Dublin,https://eurovision.tv/event/dublin-1994,22,Hungary,Friderika Bayer,Kinek Mondjam El Vétkeimet,122,4
1994,Dublin,https://eurovision.tv/event/dublin-1994,23,Russia,Youddiph,Vechni Stranik,70,9
1994,Dublin,https://eurovision.tv/event/dublin-1994,24,Poland,Edyta Górniak,To Nie Ja!,166,2
1994,Dublin,https://eurovision.tv/event/dublin-1994,25,France,Nina Morato,Je Suis Un Vrai Garçon,74,7
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,1,Italy,Enrico Ruggeri,Sole D'europa,45,12
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,2,Turkey,"Burak Aydos, Öztürk Baybora & Serter",Esmer Yarim,10,21
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,3,Germany,Münchener Freiheit,Viel Zu Weit,18,18
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,4,Switzerland,Annie Cotton,"Moi, Tout Simplement",148,3
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,5,Denmark,Tommy Seebach Band,Under Stjernerne På Himlen,9,22
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,6,Greece,Kaiti Garbi,"Ellada, Hora Tou Fotos",64,9
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,7,Belgium,Barbara,Iemand Als Jij,3,25
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,8,Malta,William Mangion,This Time,69,8
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,9,Iceland,Inga,þá Veistu Svarið,42,13
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,10,Austria,Tony Wegas,Maria Magdalena,32,14
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,11,Portugal,Anabela,A Cidade Até Ser Dia,60,10
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,12,France,Patrick Fiori,Mama Corsica,121,4
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,13,Sweden,Arvingarna,Eloïse,89,7
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,14,Ireland,Niamh Kavanagh,In Your Eyes,187,1
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,15,Luxembourg,Modern Times,Donne-moi Une Chance,11,20
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,16,Slovenia,1X Band,Tih Dezeven Dan,9,22
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,17,Finland,Katri-Helena,Tule Luo,20,17
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,18,Bosnia & Herzegovina,Fazla,Sva Bol Svijeta,27,16
1993,Millstreet,https://eurovision.tv/event/millstreet-1993,19,United Kingdom,Sonia,Better The Devil You Know,164,2
