year,city,country,contestant,song,event,points,place
2012,Baku,North Macedonia,Kaliopi,Crno I Belo,Final,71,13
2012,Baku,Romania,Mandinga,Zaleilah,Final,71,12
2012,Baku,Moldova,Pasha Parfeny,Lăutar,Final,81,11
2012,Baku,Spain,Pastora Soler,Quédate Conmigo (Stay With Me),Final,97,10
2012,Baku,Italy,Nina Zilli,L'Amore È Femmina (Out Of Love),Final,101,9
2012,Baku,Germany,Roman Lob,Standing Still,Final,110,8
2012,Baku,Turkey,Can Bonomo,Love Me Back,Final,112,7
2012,Baku,Estonia,Ott Lepland,Kuula,Final,120,6
2012,Baku,Albania,Rona Nishliu,Suus,Final,146,5
2012,Baku,Azerbaijan,Sabina Babayeva,When The Music Dies,Final,150,4
2012,Baku,Serbia,Željko Joksimović,Nije Ljubav Stvar,Final,214,3
2012,Baku,Russia,Buranovskiye Babushki,Party For Everybody,Final,259,2
2012,Baku,Sweden,Loreen,Euphoria,Final,372,1
2013,Malmö,Slovenia,Hannah,Straight Into Love,First Semi-Final,8,16
2013,Malmö,Cyprus,Despina Olympiou,An Me Thimasai,First Semi-Final,11,15
2013,Malmö,Austria,Natália Kelly,Shine,First Semi-Final,27,14
2013,Malmö,Croatia,Klapa s mora,Mižerja,First Semi-Final,38,13
2013,Malmö,Montenegro,Who See,Igranka,First Semi-Final,41,12
2013,Malmö,Serbia,Moje 3,Ljubav Je Svuda,First Semi-Final,46,11
2013,Malmö,Estonia,Birgit,Et Uus Saaks Alguse,First Semi-Final,52,10
2013,Malmö,Lithuania,Andrius Pojavis,Something,First Semi-Final,53,9
2013,Malmö,Ireland,Ryan Dolan,Only Love Survives,First Semi-Final,54,8
2013,Malmö,Belarus,Alyona Lanskaya,Solayoh,First Semi-Final,64,7
2013,Malmö,The Netherlands,Anouk,Birds,First Semi-Final,75,6
2013,Malmö,Belgium,Roberto Bellarosa,Love Kills,First Semi-Final,75,5
2013,Malmö,Moldova,Aliona Moon,O Mie,First Semi-Final,95,4
2013,Malmö,Ukraine,Zlata Ognevich,Gravity,First Semi-Final,140,3
2013,Malmö,Russia,Dina Garipova,What If,First Semi-Final,156,2
2013,Malmö,Denmark,Emmelie de Forest,Only Teardrops,First Semi-Final,167,1
2013,Malmö,Latvia,PeR,Here We Go,Second Semi-Final,13,17
2013,Malmö,North Macedonia,Esma & Lozano,Pred Da Se Razdeni,Second Semi-Final,28,16
2013,Malmö,Albania,Adrian Lulgjuraj & Bledar Sejko,Identitet,Second Semi-Final,31,15
2013,Malmö,Israel,Moran Mazor,Rak Bishvilo,Second Semi-Final,40,14
2013,Malmö,Switzerland,Takasa,You And Me,Second Semi-Final,41,13
2013,Malmö,Bulgaria,"Elitsa Todorova, Stoyan Yankulov",Samo Shampioni (Only Champions),Second Semi-Final,45,12
2013,Malmö,San Marino,Valentina Monetta,Crisalide (Vola),Second Semi-Final,47,11
2013,Malmö,Georgia,Nodi Tatishvili & Sophie Gelovani,Waterfall,Second Semi-Final,63,10
2013,Malmö,Finland,Krista Siegfrids,Marry Me,Second Semi-Final,64,9
2013,Malmö,Hungary,ByeAlex,Kedvesem (Zoohacker Remix),Second Semi-Final,66,8
2013,Malmö,Armenia,Dorians,Lonely Planet,Second Semi-Final,69,7
2013,Malmö,Iceland,Eythor Ingi,Ég Á Líf,Second Semi-Final,72,6
2013,Malmö,Romania,Cezar,It's My Life,Second Semi-Final,83,5
2013,Malmö,Malta,Gianluca,Tomorrow,Second Semi-Final,118,4
2013,Malmö,Norway,Margaret Berger,I Feed You My Love,Second Semi-Final,120,3
2013,Malmö,Greece,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,Second Semi-Final,121,2
2013,Malmö,Azerbaijan,Farid Mammadov,Hold Me,Second Semi-Final,139,1
2013,Malmö,Ireland,Ryan Dolan,Only Love Survives,Final,5,26
2013,Malmö,Spain,ESDM,Contigo Hasta El Final (With You Until The End),Final,8,25
2013,Malmö,Finland,Krista Siegfrids,Marry Me,Final,13,24
2013,Malmö,France,Amandine Bourgeois,L'enfer Et Moi,Final,14,23
2013,Malmö,Lithuania,Andrius Pojavis,Something,Final,17,22
2013,Malmö,Germany,Cascada,Glorious,Final,18,21
2013,Malmö,Estonia,Birgit,Et Uus Saaks Alguse,Final,19,20
2013,Malmö,United Kingdom,Bonnie Tyler,Believe In Me,Final,23,19
2013,Malmö,Armenia,Dorians,Lonely Planet,Final,41,18
2013,Malmö,Iceland,Eythor Ingi,Ég Á Líf,Final,47,17
2013,Malmö,Belarus,Alyona Lanskaya,Solayoh,Final,48,16
2013,Malmö,Georgia,Nodi Tatishvili & Sophie Gelovani,Waterfall,Final,50,15
2013,Malmö,Sweden,Robin Stjernberg,You,Final,62,14
2013,Malmö,Romania,Cezar,It's My Life,Final,65,13
2013,Malmö,Belgium,Roberto Bellarosa,Love Kills,Final,71,12
2013,Malmö,Moldova,Aliona Moon,O Mie,Final,71,11
2013,Malmö,Hungary,ByeAlex,Kedvesem (Zoohacker Remix),Final,84,10
2013,Malmö,The Netherlands,Anouk,Birds,Final,114,9
2013,Malmö,Malta,Gianluca,Tomorrow,Final,120,8
2013,Malmö,Italy,Marco Mengoni,L'Essenziale,Final,126,7
2013,Malmö,Greece,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,Final,152,6
2013,Malmö,Russia,Dina Garipova,What If,Final,174,5
2013,Malmö,Norway,Margaret Berger,I Feed You My Love,Final,191,4
2013,Malmö,Ukraine,Zlata Ognevich,Gravity,Final,214,3
2013,Malmö,Azerbaijan,Farid Mammadov,Hold Me,Final,234,2
2013,Malmö,Denmark,Emmelie de Forest,Only Teardrops,Final,281,1
2014,Copenhagen,Moldova,Cristina Scarlat,Wild Soul,First Semi-Final,13,16
2014,Copenhagen,Albania,Hersi,One Night's Anger,First Semi-Final,22,15
2014,Copenhagen,Belgium,Axel Hirsoux,Mother,First Semi-Final,28,14
2014,Copenhagen,Latvia,Aarzemnieki,Cake To Bake,First Semi-Final,33,13
2014,Copenhagen,Estonia,Tanja,Amazing,First Semi-Final,36,12
2014,Copenhagen,Portugal,Suzy,Quero Ser Tua,First Semi-Final,39,11
2014,Copenhagen,San Marino,Valentina Monetta,Maybe (Forse),First Semi-Final,40,10
2014,Copenhagen,Azerbaijan,Dilara Kazimova,Start A Fire,First Semi-Final,57,9
2014,Copenhagen,Iceland,Pollapönk,No Prejudice,First Semi-Final,61,8
2014,Copenhagen,Montenegro,Sergej Ćetković,Moj Svijet,First Semi-Final,63,7
2014,Copenhagen,Russia,Tolmachevy Sisters,Shine,First Semi-Final,63,6
2014,Copenhagen,Ukraine,Mariya Yaremchuk,Tick - Tock,First Semi-Final,118,5
2014,Copenhagen,Armenia,Aram MP3,Not Alone,First Semi-Final,121,4
2014,Copenhagen,Hungary,András Kállay-Saunders,Running,First Semi-Final,127,3
2014,Copenhagen,Sweden,Sanna Nielsen,Undo,First Semi-Final,131,2
2014,Copenhagen,The Netherlands,The Common Linnets,Calm After The Storm,First Semi-Final,150,1
2014,Copenhagen,Georgia,The Shin and Mariko,Three Minutes to Earth,Second Semi-Final,15,15
2014,Copenhagen,Israel,Mei Finegold,Same Heart,Second Semi-Final,19,14
2014,Copenhagen,North Macedonia,Tijana,To the Sky,Second Semi-Final,33,13
2014,Copenhagen,Ireland,Can-Linn (featuring Kasey Smith),Heartbeat,Second Semi-Final,35,12
2014,Copenhagen,Lithuania,Vilija Matačiūnaitė,Attention,Second Semi-Final,36,11
2014,Copenhagen,Slovenia,Tinkara Kovač,Round and round,Second Semi-Final,52,10
2014,Copenhagen,Malta,Firelight,Coming Home,Second Semi-Final,63,9
2014,Copenhagen,Poland,Donatan & Cleo,My Słowianie - We Are Slavic,Second Semi-Final,70,8
2014,Copenhagen,Greece,Freaky Fortune feat. RiskyKidd,Rise Up,Second Semi-Final,74,7
2014,Copenhagen,Norway,Carl Espen,Silent Storm,Second Semi-Final,77,6
2014,Copenhagen,Belarus,Teo,Cheesecake,Second Semi-Final,87,5
2014,Copenhagen,Switzerland,Sebalter,Hunter Of Stars,Second Semi-Final,92,4
2014,Copenhagen,Finland,Softengine,Something Better,Second Semi-Final,97,3
2014,Copenhagen,Romania,Paula Seling & OVI,Miracle,Second Semi-Final,125,2
2014,Copenhagen,Austria,Conchita Wurst,Rise Like a Phoenix,Second Semi-Final,169,1
2014,Copenhagen,France,TWIN TWIN,Moustache,Final,2,26
2014,Copenhagen,Slovenia,Tinkara Kovač,Round and round,Final,9,25
2014,Copenhagen,San Marino,Valentina Monetta,Maybe (Forse),Final,14,24
2014,Copenhagen,Malta,Firelight,Coming Home,Final,32,23
2014,Copenhagen,Azerbaijan,Dilara Kazimova,Start A Fire,Final,33,22
2014,Copenhagen,Italy,Emma,La Mia Città,Final,33,21
2014,Copenhagen,Greece,Freaky Fortune feat. RiskyKidd,Rise Up,Final,35,20
2014,Copenhagen,Montenegro,Sergej Ćetković,Moj Svijet,Final,37,19
2014,Copenhagen,Germany,Elaiza,Is it right,Final,39,18
2014,Copenhagen,United Kingdom,Molly,Children of the Universe,Final,40,17
2014,Copenhagen,Belarus,Teo,Cheesecake,Final,43,16
2014,Copenhagen,Iceland,Pollapönk,No Prejudice,Final,58,15
2014,Copenhagen,Poland,Donatan & Cleo,My Słowianie - We Are Slavic,Final,62,14
2014,Copenhagen,Switzerland,Sebalter,Hunter Of Stars,Final,64,13
2014,Copenhagen,Romania,Paula Seling & OVI,Miracle,Final,72,12
2014,Copenhagen,Finland,Softengine,Something Better,Final,72,11
2014,Copenhagen,Spain,Ruth Lorenzo,Dancing in the rain,Final,74,10
2014,Copenhagen,Denmark,Basim,Cliche Love Song,Final,74,9
2014,Copenhagen,Norway,Carl Espen,Silent Storm,Final,88,8
2014,Copenhagen,Russia,Tolmachevy Sisters,Shine,Final,89,7
2014,Copenhagen,Ukraine,Mariya Yaremchuk,Tick - Tock,Final,113,6
2014,Copenhagen,Hungary,András Kállay-Saunders,Running,Final,143,5
2014,Copenhagen,Armenia,Aram MP3,Not Alone,Final,174,4
2014,Copenhagen,Sweden,Sanna Nielsen,Undo,Final,218,3
2014,Copenhagen,The Netherlands,The Common Linnets,Calm After The Storm,Final,238,2
2014,Copenhagen,Austria,Conchita Wurst,Rise Like a Phoenix,Final,290,1
2015,Vienna,Finland,Pertti Kurikan Nimipäivät,Aina Mun Pitää,First Semi-Final,13,16
2015,Vienna,North Macedonia,Daniel Kajmakoski,Autumn Leaves,First Semi-Final,28,15
2015,Vienna,The Netherlands,Trijntje Oosterhuis,Walk Along,First Semi-Final,33,14
2015,Vienna,Denmark,Anti Social Media,The Way You Are,First Semi-Final,33,13
2015,Vienna,Belarus,Uzari&Maimuna,Time,First Semi-Final,39,12
2015,Vienna,Moldova,Eduard Romanyuta,I Want Your Love,First Semi-Final,41,11
2015,Vienna,Albania,Elhaida Dani,I'm Alive,First Semi-Final,62,10
2015,Vienna,Serbia,Bojana Stamenov,Beauty Never Lies,First Semi-Final,63,9
2015,Vienna,Hungary,Boggie,Wars For Nothing,First Semi-Final,67,8
2015,Vienna,Armenia,Genealogy,Face The Shadow,First Semi-Final,77,7
2015,Vienna,Greece,Maria Elena Kyriakou,One Last Breath,First Semi-Final,81,6
2015,Vienna,Romania,Voltaj,De La Capat/ All Over Again,First Semi-Final,89,5
2015,Vienna,Georgia,Nina Sublatti,Warrior,First Semi-Final,98,4
2015,Vienna,Estonia,Elina Born & Stig Rästa,Goodbye To Yesterday,First Semi-Final,105,3
2015,Vienna,Belgium,Loïc Nottet,Rhythm Inside,First Semi-Final,149,2
2015,Vienna,Russia,Polina Gagarina,A Million Voices,First Semi-Final,182,1
2015,Vienna,Switzerland,Mélanie René,Time To Shine,Second Semi-Final,4,17
2015,Vienna,San Marino,Anita Simoncini & Michele Perniola,Chain of Lights,Second Semi-Final,11,16
2015,Vienna,Iceland,Maria Olafs,Unbroken,Second Semi-Final,14,15
2015,Vienna,Portugal,Leonor Andrade,Há Um Mar Que Nos Separa,Second Semi-Final,19,14
2015,Vienna,Czech Republic,Marta Jandová and Václav Noid Bárta,Hope Never Dies,Second Semi-Final,33,13
2015,Vienna,Ireland,Molly Sterling,Playing With Numbers,Second Semi-Final,35,12
2015,Vienna,Malta,Amber,Warrior,Second Semi-Final,43,11
2015,Vienna,Azerbaijan,Elnur Huseynov,Hour Of The Wolf,Second Semi-Final,53,10
2015,Vienna,Montenegro,Knez,Adio,Second Semi-Final,57,9
2015,Vienna,Poland,Monika Kuszyńska,In The Name Of Love,Second Semi-Final,57,8
2015,Vienna,Lithuania,Monika Linkytė and Vaidas Baumila,This Time,Second Semi-Final,67,7
2015,Vienna,Cyprus,John Karayiannis,One Thing I Should Have Done,Second Semi-Final,87,6
2015,Vienna,Slovenia,Maraaya,Here For You,Second Semi-Final,92,5
2015,Vienna,Norway,Mørland & Debrah Scarlett,A Monster Like Me,Second Semi-Final,123,4
2015,Vienna,Israel,Nadav Guedj,Golden Boy,Second Semi-Final,151,3
2015,Vienna,Latvia,Aminata,Love Injected,Second Semi-Final,155,2
2015,Vienna,Sweden,Måns Zelmerlöw,Heroes,Second Semi-Final,217,1
2015,Vienna,Germany,Ann Sophie,Black Smoke,Final,0,27
2015,Vienna,Austria,The Makemakes,I Am Yours,Final,0,26
2015,Vienna,France,Lisa Angell,N'oubliez Pas,Final,4,25
2015,Vienna,United Kingdom,Electro Velvet,Still In Love With You,Final,5,24
2015,Vienna,Poland,Monika Kuszyńska,In The Name Of Love,Final,10,23
2015,Vienna,Cyprus,John Karayiannis,One Thing I Should Have Done,Final,11,22
2015,Vienna,Spain,Edurne,Amanecer,Final,15,21
2015,Vienna,Hungary,Boggie,Wars For Nothing,Final,19,20
2015,Vienna,Greece,Maria Elena Kyriakou,One Last Breath,Final,23,19
2015,Vienna,Lithuania,Monika Linkytė and Vaidas Baumila,This Time,Final,30,18
2015,Vienna,Albania,Elhaida Dani,I'm Alive,Final,34,17
2015,Vienna,Armenia,Genealogy,Face The Shadow,Final,34,16
2015,Vienna,Romania,Voltaj,De La Capat/ All Over Again,Final,35,15
2015,Vienna,Slovenia,Maraaya,Here For You,Final,39,14
2015,Vienna,Montenegro,Knez,Adio,Final,44,13
2015,Vienna,Azerbaijan,Elnur Huseynov,Hour Of The Wolf,Final,49,12
2015,Vienna,Georgia,Nina Sublatti,Warrior,Final,51,11
2015,Vienna,Serbia,Bojana Stamenov,Beauty Never Lies,Final,53,10
2015,Vienna,Israel,Nadav Guedj,Golden Boy,Final,97,9
2015,Vienna,Norway,Mørland & Debrah Scarlett,A Monster Like Me,Final,102,8
2015,Vienna,Estonia,Elina Born & Stig Rästa,Goodbye To Yesterday,Final,106,7
2015,Vienna,Latvia,Aminata,Love Injected,Final,186,6
2015,Vienna,Australia,Guy Sebastian,Tonight Again,Final,196,5
2015,Vienna,Belgium,Loïc Nottet,Rhythm Inside,Final,217,4
2015,Vienna,Italy,Il Volo,Grande Amore,Final,292,3
2015,Vienna,Russia,Polina Gagarina,A Million Voices,Final,303,2
2015,Vienna,Sweden,Måns Zelmerlöw,Heroes,Final,365,1
2016,Stockholm,Estonia,Jüri Pootsmann,Play,First Semi-Final,24,18
2016,Stockholm,Moldova,Lidia Isac,Falling Stars,First Semi-Final,33,17
2016,Stockholm,Greece,Argo,Utopian Land,First Semi-Final,44,16
2016,Stockholm,Finland,Sandhja,Sing It Away,First Semi-Final,51,15
2016,Stockholm,Iceland,Greta Salóme,Hear Them Calling,First Semi-Final,51,14
2016,Stockholm,Montenegro,Highway,The Real Thing,First Semi-Final,60,13
2016,Stockholm,San Marino,Serhat,I Didn't Know,First Semi-Final,68,12
2016,Stockholm,Bosnia & Herzegovina,Dalal & Deen feat. Ana Rucner and Jala,Ljubav Je,First Semi-Final,104,11
2016,Stockholm,Croatia,Nina Kraljić,Lighthouse,First Semi-Final,133,10
2016,Stockholm,Czech Republic,Gabriela Gunčíková,I Stand,First Semi-Final,161,9
2016,Stockholm,Cyprus,Minus One,Alter Ego,First Semi-Final,164,8
2016,Stockholm,Austria,ZOË,Loin d'ici,First Semi-Final,170,7
2016,Stockholm,Azerbaijan,Samra,Miracle,First Semi-Final,185,6
2016,Stockholm,The Netherlands,Douwe Bob,Slow Down,First Semi-Final,197,5
2016,Stockholm,Hungary,Freddie,Pioneer,First Semi-Final,197,4
2016,Stockholm,Malta,Ira Losco,Walk On Water,First Semi-Final,209,3
2016,Stockholm,Armenia,Iveta Mukuchyan,LoveWave,First Semi-Final,243,2
2016,Stockholm,Russia,Sergey Lazarev,You Are The Only One,First Semi-Final,342,1
2016,Stockholm,Switzerland,Rykka,The Last Of Our Kind,Second Semi-Final,28,18
2016,Stockholm,Denmark,Lighthouse X,Soldiers Of Love,Second Semi-Final,34,17
2016,Stockholm,Albania,Eneda Tarifa,Fairytale,Second Semi-Final,45,16
2016,Stockholm,Ireland,Nicky Byrne,Sunlight,Second Semi-Final,46,15
2016,Stockholm,Slovenia,ManuElla,Blue And Red,Second Semi-Final,57,14
2016,Stockholm,Norway,Agnete,Icebreaker,Second Semi-Final,63,13
2016,Stockholm,Belarus,IVAN,Help You Fly,Second Semi-Final,84,12
2016,Stockholm,North Macedonia,Kaliopi,Dona,Second Semi-Final,88,11
2016,Stockholm,Serbia,Sanja Vučić ZAA,Goodbye (Shelter),Second Semi-Final,105,10
2016,Stockholm,Georgia,Nika Kocharov and Young Georgian Lolitaz,Midnight Gold,Second Semi-Final,123,9
2016,Stockholm,Latvia,Justs,Heartbeat,Second Semi-Final,132,8
2016,Stockholm,Israel,Hovi Star,Made Of Stars,Second Semi-Final,147,7
2016,Stockholm,Poland,Michał Szpak,Color Of Your Life,Second Semi-Final,151,6
2016,Stockholm,Bulgaria,Poli Genova,If Love Was A Crime,Second Semi-Final,220,5
2016,Stockholm,Lithuania,Donny Montell,I've Been Waiting for This Night,Second Semi-Final,222,4
2016,Stockholm,Belgium,Laura Tesoro,What's The Pressure,Second Semi-Final,274,3
2016,Stockholm,Ukraine,Jamala,1944,Second Semi-Final,287,2
2016,Stockholm,Australia,Dami Im,Sound Of Silence,Second Semi-Final,330,1
2016,Stockholm,Germany,Jamie-Lee,Ghost,Final,11,26
2016,Stockholm,Czech Republic,Gabriela Gunčíková,I Stand,Final,41,25
2016,Stockholm,United Kingdom,Joe and Jake,You're Not Alone,Final,62,24
2016,Stockholm,Croatia,Nina Kraljić,Lighthouse,Final,73,23
2016,Stockholm,Spain,Barei,Say Yay!,Final,77,22
2016,Stockholm,Cyprus,Minus One,Alter Ego,Final,96,21
2016,Stockholm,Georgia,Nika Kocharov and Young Georgian Lolitaz,Midnight Gold,Final,104,20
2016,Stockholm,Hungary,Freddie,Pioneer,Final,108,19
2016,Stockholm,Serbia,Sanja Vučić ZAA,Goodbye (Shelter),Final,115,18
2016,Stockholm,Azerbaijan,Samra,Miracle,Final,117,17
2016,Stockholm,Italy,Francesca Michielin,No Degree Of Separation,Final,124,16
2016,Stockholm,Latvia,Justs,Heartbeat,Final,132,15
2016,Stockholm,Israel,Hovi Star,Made Of Stars,Final,135,14
2016,Stockholm,Austria,ZOË,Loin d'ici,Final,151,13
2016,Stockholm,Malta,Ira Losco,Walk On Water,Final,153,12
2016,Stockholm,The Netherlands,Douwe Bob,Slow Down,Final,153,11
2016,Stockholm,Belgium,Laura Tesoro,What's The Pressure,Final,181,10
2016,Stockholm,Lithuania,Donny Montell,I've Been Waiting for This Night,Final,200,9
2016,Stockholm,Poland,Michał Szpak,Color Of Your Life,Final,229,8
2016,Stockholm,Armenia,Iveta Mukuchyan,LoveWave,Final,249,7
2016,Stockholm,France,Amir,J'ai cherché,Final,257,6
2016,Stockholm,Sweden,Frans,If I Were Sorry,Final,261,5
2016,Stockholm,Bulgaria,Poli Genova,If Love Was A Crime,Final,307,4
2016,Stockholm,Russia,Sergey Lazarev,You Are The Only One,Final,491,3
2016,Stockholm,Australia,Dami Im,Sound Of Silence,Final,511,2
2016,Stockholm,Ukraine,Jamala,1944,Final,534,1
2017,Kyiv,Latvia,Triana Park,Line,First Semi-Final,21,18
2017,Kyiv,Slovenia,Omar Naber,On My Way,First Semi-Final,36,17
2017,Kyiv,Montenegro,Slavko Kalezić,Space,First Semi-Final,56,16
2017,Kyiv,Iceland,Svala,Paper,First Semi-Final,60,15
2017,Kyiv,Albania,Lindita,World,First Semi-Final,76,14
2017,Kyiv,Czech Republic,Martina Bárta,My Turn,First Semi-Final,83,13
2017,Kyiv,Finland,Norma John,Blackbird,First Semi-Final,92,12
2017,Kyiv,Georgia,Tamara Gachechiladze,Keep The Faith,First Semi-Final,99,11
2017,Kyiv,Greece,Demy,This is Love,First Semi-Final,115,10
2017,Kyiv,Poland,Kasia Moś,Flashlight,First Semi-Final,119,9
2017,Kyiv,Azerbaijan,Dihaj,Skeletons,First Semi-Final,150,8
2017,Kyiv,Armenia,Artsvik,Fly With Me,First Semi-Final,152,7
2017,Kyiv,Australia,Isaiah,Don't Come Easy,First Semi-Final,160,6
2017,Kyiv,Cyprus,Hovig,Gravity,First Semi-Final,164,5
2017,Kyiv,Belgium,Blanche,City Lights,First Semi-Final,165,4
2017,Kyiv,Sweden,Robin Bengtsson,I Can't Go On,First Semi-Final,227,3
2017,Kyiv,Moldova,Sunstroke Project,Hey Mamma,First Semi-Final,291,2
2017,Kyiv,Portugal,Salvador Sobral,Amar Pelos Dois,First Semi-Final,370,1
2017,Kyiv,San Marino,Valentina Monetta and Jimmie Wilson,Spirit of the Night,Second Semi-Final,1,18
2017,Kyiv,Lithuania,Fusedmarc,Rain Of Revolution,Second Semi-Final,42,17
2017,Kyiv,Malta,Claudia Faniello,Breathlessly,Second Semi-Final,55,16
2017,Kyiv,North Macedonia,Jana Burčeska,Dance Alone,Second Semi-Final,69,15
2017,Kyiv,Estonia,Koit Toome & Laura,Verona,Second Semi-Final,85,14
2017,Kyiv,Ireland,Brendan Murray,Dying to Try,Second Semi-Final,86,13
2017,Kyiv,Switzerland,Timebelle,Apollo,Second Semi-Final,97,12
2017,Kyiv,Serbia,Tijana Bogićević,In Too Deep,Second Semi-Final,98,11
2017,Kyiv,Denmark,Anja,Where I Am,Second Semi-Final,101,10
2017,Kyiv,Belarus,Naviband,Story of My Life,Second Semi-Final,110,9
2017,Kyiv,Croatia,Jacques Houdek,My Friend,Second Semi-Final,141,8
2017,Kyiv,Austria,Nathan Trent,Running On Air,Second Semi-Final,147,7
2017,Kyiv,Romania,Ilinca ft. Alex Florea,Yodel It!,Second Semi-Final,174,6
2017,Kyiv,Norway,JOWST,Grab The Moment,Second Semi-Final,189,5
2017,Kyiv,The Netherlands,OG3NE,Lights and Shadows,Second Semi-Final,200,4
2017,Kyiv,Israel,IMRI,I Feel Alive,Second Semi-Final,207,3
2017,Kyiv,Hungary,Joci Pápai,Origo,Second Semi-Final,231,2
2017,Kyiv,Bulgaria,Kristian Kostov,Beautiful Mess,Second Semi-Final,403,1
2017,Kyiv,Spain,Manel Navarro,Do It For Your Lover,Final,5,26
2017,Kyiv,Germany,Levina,Perfect Life,Final,6,25
2017,Kyiv,Ukraine,O.Torvald,Time,Final,36,24
2017,Kyiv,Israel,IMRI,I Feel Alive,Final,39,23
2017,Kyiv,Poland,Kasia Moś,Flashlight,Final,64,22
2017,Kyiv,Cyprus,Hovig,Gravity,Final,68,21
2017,Kyiv,Denmark,Anja,Where I Am,Final,77,20
2017,Kyiv,Greece,Demy,This is Love,Final,77,19
2017,Kyiv,Armenia,Artsvik,Fly With Me,Final,79,18
2017,Kyiv,Belarus,Naviband,Story of My Life,Final,83,17
2017,Kyiv,Austria,Nathan Trent,Running On Air,Final,93,16
2017,Kyiv,United Kingdom,Lucie Jones,Never Give Up On You,Final,111,15
2017,Kyiv,Azerbaijan,Dihaj,Skeletons,Final,120,14
2017,Kyiv,Croatia,Jacques Houdek,My Friend,Final,128,13
2017,Kyiv,France,Alma,Requiem,Final,135,12
2017,Kyiv,The Netherlands,OG3NE,Lights and Shadows,Final,150,11
2017,Kyiv,Norway,JOWST,Grab The Moment,Final,158,10
2017,Kyiv,Australia,Isaiah,Don't Come Easy,Final,173,9
2017,Kyiv,Hungary,Joci Pápai,Origo,Final,200,8
2017,Kyiv,Romania,Ilinca ft. Alex Florea,Yodel It!,Final,282,7
2017,Kyiv,Italy,Francesco Gabbani,Occidentali's Karma,Final,334,6
2017,Kyiv,Sweden,Robin Bengtsson,I Can't Go On,Final,344,5
2017,Kyiv,Belgium,Blanche,City Lights,Final,363,4
2017,Kyiv,Moldova,Sunstroke Project,Hey Mamma,Final,374,3
2017,Kyiv,Bulgaria,Kristian Kostov,Beautiful Mess,Final,615,2
2017,Kyiv,Portugal,Salvador Sobral,Amar Pelos Dois,Final,758,1
2018,Lisbon,Iceland,Ari Ólafsson,Our Choice,First Semi-Final,15,19
2018,Lisbon,North Macedonia,Eye Cue,Lost And Found,First Semi-Final,24,18
2018,Lisbon,Croatia,Franka,Crazy,First Semi-Final,63,17
2018,Lisbon,Belarus,ALEKSEEV,FOREVER,First Semi-Final,65,16
2018,Lisbon,Armenia,Sevak Khanagyan,Qami,First Semi-Final,79,15
2018,Lisbon,Greece,Yianna Terzi,Oniro Mou,First Semi-Final,81,14
2018,Lisbon,Switzerland,ZiBBZ,Stones,First Semi-Final,86,13
2018,Lisbon,Belgium,Sennek,A Matter Of Time,First Semi-Final,91,12
2018,Lisbon,Azerbaijan,Aisel,X My Heart,First Semi-Final,94,11
2018,Lisbon,Finland,Saara Aalto,Monsters,First Semi-Final,108,10
2018,Lisbon,Lithuania,Ieva Zasimauskaitė,When We're Old,First Semi-Final,119,9
2018,Lisbon,Albania,Eugent Bushpepa,Mall,First Semi-Final,162,8
2018,Lisbon,Bulgaria,EQUINOX,Bones,First Semi-Final,177,7
2018,Lisbon,Ireland,Ryan O'Shaughnessy,Together,First Semi-Final,179,6
2018,Lisbon,Estonia,Elina Nechayeva,La Forza,First Semi-Final,201,5
2018,Lisbon,Austria,Cesár Sampson,Nobody But You,First Semi-Final,231,4
2018,Lisbon,Czech Republic,Mikolas Josef,Lie To Me,First Semi-Final,232,3
2018,Lisbon,Cyprus,Eleni Foureira,Fuego,First Semi-Final,262,2
2018,Lisbon,Israel,Netta,TOY,First Semi-Final,283,1
2018,Lisbon,Georgia,Ethno-Jazz Band Iriao,For You,Second Semi-Final,24,18
2018,Lisbon,San Marino,Jessika featuring Jenifer Brening,Who We Are,Second Semi-Final,28,17
2018,Lisbon,Montenegro,Vanja Radovanović,Inje,Second Semi-Final,40,16
2018,Lisbon,Russia,Julia Samoylova,I Won't Break,Second Semi-Final,65,15
2018,Lisbon,Poland,Gromee feat. Lukas Meijer,Light Me Up,Second Semi-Final,81,14
2018,Lisbon,Malta,Christabelle,Taboo,Second Semi-Final,101,13
2018,Lisbon,Latvia,Laura Rizzotto,Funny Girl,Second Semi-Final,106,12
2018,Lisbon,Romania,The Humans,Goodbye,Second Semi-Final,107,11
2018,Lisbon,Hungary,AWS,Viszlát Nyár,Second Semi-Final,111,10
2018,Lisbon,Serbia,Sanja Ilić & Balkanika,Nova Deca,Second Semi-Final,117,9
2018,Lisbon,Slovenia,Lea Sirk,"Hvala, ne!",Second Semi-Final,132,8
2018,Lisbon,The Netherlands,Waylon,Outlaw In 'Em,Second Semi-Final,174,7
2018,Lisbon,Ukraine,MELOVIN,Under The Ladder,Second Semi-Final,179,6
2018,Lisbon,Denmark,Rasmussen,Higher Ground,Second Semi-Final,204,5
2018,Lisbon,Australia,Jessica Mauboy,We Got Love,Second Semi-Final,212,4
2018,Lisbon,Moldova,DoReDoS,My Lucky Day,Second Semi-Final,235,3
2018,Lisbon,Sweden,Benjamin Ingrosso,Dance You Off,Second Semi-Final,254,2
